reviewer,corr_variable,corr
mikesgroove,review_aroma,0.781106483080678
mikesgroove,review_appearance,0.6618115952234047
mikesgroove,review_palate,0.8060279546799203
mikesgroove,review_taste,0.8654381980499587
Thorpe429,review_aroma,0.774818159702214
Thorpe429,review_appearance,0.5266998186814272
Thorpe429,review_palate,0.824876204174525
Thorpe429,review_taste,0.8528804094584104
BuckeyeNation,review_aroma,0.7855767616201111
BuckeyeNation,review_appearance,0.6360534404407563
BuckeyeNation,review_palate,0.8159483545094175
BuckeyeNation,review_taste,0.9192048445684238
womencantsail,review_aroma,0.794745245560468
womencantsail,review_appearance,0.4601435237151082
womencantsail,review_palate,0.6732537488066476
womencantsail,review_taste,0.8742660738485178
northyorksammy,review_aroma,0.37857139088347475
northyorksammy,review_appearance,0.3048740755387056
northyorksammy,review_palate,0.5814436846650595
northyorksammy,review_taste,0.6867772077257804
brentk56,review_aroma,0.5791344574522315
brentk56,review_appearance,0.389529245363258
brentk56,review_palate,0.6378179771224785
brentk56,review_taste,0.862607840835773
feloniousmonk,review_aroma,0.5413009788963415
feloniousmonk,review_appearance,0.5175444875576428
feloniousmonk,review_palate,0.6732372937082622
feloniousmonk,review_taste,0.6582360118200002
akorsak,review_aroma,0.470637668935851
akorsak,review_appearance,0.32382869257933455
akorsak,review_palate,0.7344751246297954
akorsak,review_taste,0.6512617811846366
ChainGangGuy,review_aroma,0.7288221213526643
ChainGangGuy,review_appearance,0.4954627036612897
ChainGangGuy,review_palate,0.714552434596006
ChainGangGuy,review_taste,0.8269747898830319
WesWes,review_aroma,0.6453921649340488
WesWes,review_appearance,0.46681192217645945
WesWes,review_palate,0.6717683408624276
WesWes,review_taste,0.7999050000152955
